Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
2021,Br,no,Mc,5.0,4.0,91.42,12.0,Finished,52.0,21.0,31.706,No rain,4.18,97,2.28,0.0,2
2024,Me,la,RB,12.0,16.0,79.502,0.0,+1 Lap,70.0,39.0,22.586,No rain,23.88,23,4.12,0.0,2
2022,Mi,ve,As,0.0,17.0,93.479,0.0,DNF,54.0,41.0,19.861,No rain,22.99,64,8.23,0.0,1
2023,Ca,zh,Al,20.0,16.0,77.09,0.0,+1 Lap,69.0,32.0,27.509,No rain,-4.97,57,6.69,0.0,2
2019,Ba,hu,,,,,,DNF,,12.0,25.498,No rain,21.05,72,5.45,0.0,2
2019,Ba,st,Ra,18.0,14.0,97.037,0.0,+1 Lap,56.0,23.0,26.600,No rain,21.05,72,5.45,0.0,2
2021,Au,ma,,,,,,DNF,,60.0,21.236,No rain,-2.06,86,1.54,0.0,2
2020,It,ri,Re,7.0,6.0,83.898,8.0,Finished,53.0,22.0,25.498,Rain,5.0,87,0.45,1.0,2
2022,Ca,mi,,,,,,DNF,,,,No rain,-4.97,57,6.69,0.0,0
2020,Ba,ha,Me,1.0,1.0,92.864,25.0,Finished,57.0,19.0,24.061,No rain,21.05,72,5.45,0.0,2
2022,Un,mi,,,,,,DNF,,18.0,25.209,Rain,17.84,85,3.09,0.0,2
2024,Mi,sa,Fe,3.0,5.0,90.928,10.0,Finished,57.0,27.0,22.805,No rain,22.99,64,8.23,0.0,1
2021,Un,ts,Al,10.0,9.0,101.15100000000001,2.0,+1 Lap,55.0,9.0,23.802,Rain,17.84,85,3.09,0.0,1
2024,Qa,la,RB,17.0,14.0,86.076,0.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
2019,Br,no,Mc,8.0,11.0,89.636,0.0,Finished,52.0,13.0,28.275,No rain,4.18,97,2.28,0.0,2
2022,Sp,oc,Al,12.0,7.0,85.935,6.0,Finished,66.0,13.0,22.137,No rain,9.61,85,3.09,0.0,1
2020,St,gr,Ha,0.0,13.0,68.047,0.0,+1 Lap,70.0,37.0,22.444,No rain,-2.06,86,1.54,0.0,1
2021,Qa,ma,,,,,,DNF,,55.0,25.465,No rain,20.97,72,3.43,0.0,3
2022,Un,le,Fe,12.0,3.0,99.731,15.0,Finished,56.0,18.0,24.314,Rain,17.84,85,3.09,0.0,2
2020,Au,kv,Al,13.0,12.0,69.135,0.0,DNF,69.0,51.0,21.622,No rain,-2.06,86,1.54,0.0,2
2024,Az,ha,Me,0.0,9.0,107.23599999999999,2.0,Finished,51.0,12.0,21.289,Rain,4.97,75,12.35,0.0,1
2023,La,ga,Al,4.0,11.0,96.913,0.0,Finished,50.0,17.0,22.262,No rain,14.64,31,1.54,0.0,1
2020,Ru,ru,Wi,13.0,18.0,97.352,0.0,+1 Lap,52.0,14.0,29.433,No rain,-0.89,51,7.0,0.0,3
2021,Az,ma,Ha,18.0,14.0,107.747,0.0,Finished,51.0,9.0,21.759,Rain,4.97,75,12.35,0.0,3
2021,Az,ma,Ha,18.0,14.0,107.747,0.0,Finished,51.0,9.0,21.759,Rain,4.97,75,12.35,0.0,3
2024,It,co,Wi,18.0,12.0,83.72800000000001,0.0,Finished,53.0,16.0,25.147,Rain,5.0,87,0.45,1.0,1
2023,Mi,sa,Fe,3.0,5.0,91.362,10.0,Finished,57.0,18.0,22.278,No rain,22.99,64,8.23,0.0,1
2019,Ab,ha,Me,1.0,1.0,99.283,26.0,Finished,55.0,26.0,22.178,No rain,21.1,68,2.06,0.0,1
2020,Ru,ke,,,,,,DNF,,19.0,30.188,No rain,-0.89,51,7.0,0.0,1
2020,Ei,ve,Fe,11.0,11.0,90.408,0.0,Finished,60.0,11.0,22.616,No rain,-2.31,93,3.09,0.0,2
2023,Un,no,Mc,2.0,2.0,99.985,18.0,Finished,56.0,17.0,24.155,Rain,17.84,85,3.09,0.0,2
2023,Az,al,As,6.0,4.0,104.241,12.0,Finished,51.0,11.0,23.148,Rain,4.97,75,12.35,0.0,1
2019,Ch,no,Mc,15.0,18.0,98.346,0.0,DNF,50.0,17.0,33.638,No rain,2.99,75,4.0,0.0,3
2021,Tu,gi,Al,16.0,11.0,92.904,0.0,+1 Lap,57.0,40.0,23.150,No rain,5.73,65,4.63,0.0,1
2023,Br,ke,,,,,,DNF,,,,No rain,4.18,97,2.28,0.0,0
2020,Tu,ra,,,,,,DNF,,30.0,31.356,No rain,5.73,65,4.63,0.0,2
2019,Ca,ku,Wi,19.0,18.0,77.285,0.0,DNF,67.0,38.0,23.119,No rain,-4.97,57,6.69,0.0,2
2019,Ch,ke,,,,,,DNF,,9.0,23.964,No rain,2.99,75,4.0,0.0,2
2021,Au,pe,,,,,,DNF,,32.0,21.735,No rain,-2.06,86,1.54,0.0,1
2022,Sã,sa,Fe,7.0,3.0,73.953,15.0,Finished,71.0,36.0,23.483,No rain,21.25,86,4.63,0.0,2
2019,Un,hu,,,,,,DNF,,39.0,23.684,Rain,17.84,85,3.09,0.0,2
2020,Be,le,Fe,13.0,14.0,107.84,0.0,Finished,44.0,24.0,25.100,Rain,-1.91,100,2.57,0.0,2
2022,Si,ke,,,,,,DNF,,7.0,39.247,No rain,26.92,87,1.03,0.0,2
2021,Ba,gi,Al,12.0,12.0,95.122,0.0,+1 Lap,55.0,12.0,31.998,No rain,21.05,72,5.45,0.0,2
2023,Si,ru,Me,2.0,16.0,96.273,0.0,DNF,61.0,20.0,29.976,No rain,26.92,87,1.03,0.0,2
2023,Ca,ma,,,,,,DNF,,12.0,23.644,No rain,-4.97,57,6.69,0.0,2
2022,Du,no,Mc,7.0,7.0,74.706,6.0,Finished,72.0,17.0,19.303,No rain,1.59,88,3.6,0.0,1
2022,Em,la,Wi,19.0,16.0,81.338,0.0,+1 Lap,62.0,18.0,31.125,Rain,4.34,96,2.91,1.33,1
2021,Hu,mi,,,,,,DNF,,2.0,24:17.042,No rain,1.26,70,3.09,0.0,2
2022,Ja,ru,Me,8.0,8.0,107.00399999999999,4.0,Finished,28.0,2.0,6:41.057,No rain,7.84,72,6.85,0.0,2
2023,Si,sa,Wi,18.0,14.0,98.531,0.0,Finished,62.0,43.0,31.018,No rain,26.92,87,1.03,0.0,2
2022,It,ru,Me,2.0,3.0,85.288,15.0,Finished,53.0,23.0,25.075,Rain,5.0,87,0.45,1.0,2
2019,Fr,bo,Me,2.0,2.0,93.586,18.0,Finished,53.0,23.0,30.412,No rain,8.64,77,3.73,0.1,1
2021,Ru,ma,Ha,15.0,18.0,101.713,0.0,+2 Laps,51.0,46.0,33.931,No rain,-0.89,51,7.0,0.0,2
2021,Sp,la,Wi,19.0,16.0,82.905,0.0,+1 Lap,65.0,27.0,21.424,No rain,9.61,85,3.09,0.0,3
2024,Ja,zh,Sa,20.0,18.0,97.16,0.0,DNF,12.0,11.0,26.653,No rain,7.84,72,6.85,0.0,3
2019,Sp,ma,,,,,,DNF,,43.0,22.540,No rain,9.61,85,3.09,0.0,2
2023,Sa,pe,,,,,,DNF,,18.0,20.715,No rain,26.03,53,2.06,0.0,1
2019,Br,ma,,,,,,DNF,,21.0,22.818,No rain,21.25,86,4.63,0.0,2
2019,Au,hu,,,,,,DNF,,13.0,21.588,No rain,17.76,67,0.89,0.0,1
2023,Sã,ru,Me,8.0,15.0,74.934,0.0,DNF,57.0,2.0,23:30.984,No rain,21.25,86,4.63,0.0,2
2020,Br,ra,,,,,,DNF,,12.0,36.590,No rain,4.18,97,2.28,0.0,2
2024,Ja,le,Fe,8.0,4.0,95.044,12.0,Finished,53.0,1.0,26:23.333,No rain,7.84,72,6.85,0.0,1
2022,Au,ts,Al,16.0,16.0,70.023,0.0,+1 Lap,70.0,26.0,21.749,No rain,-2.06,86,1.54,0.0,1
2024,Az,oc,Al,0.0,15.0,108.831,0.0,+1 Lap,50.0,49.0,20.634,Rain,4.97,75,12.35,0.0,1
2023,It,zh,Al,16.0,14.0,85.983,0.0,Finished,51.0,11.0,24.396,Rain,5.0,87,0.45,1.0,2
2023,It,ru,Me,4.0,5.0,85.84700000000001,10.0,Finished,51.0,19.0,24.215,Rain,5.0,87,0.45,1.0,1
2022,Br,ri,Mc,14.0,13.0,92.644,0.0,Finished,52.0,20.0,30.262,No rain,4.18,97,2.28,0.0,2
2021,Sp,gi,Al,14.0,15.0,82.80199999999999,0.0,+1 Lap,65.0,39.0,22.871,No rain,9.61,85,3.09,0.0,2
2023,Ba,de,,,,,,DNF,,27.0,25.234,No rain,21.05,72,5.45,0.0,2
2023,Si,sa,Fe,1.0,1.0,97.666,25.0,Finished,62.0,20.0,29.499,No rain,26.92,87,1.03,0.0,1
2022,Mi,ha,Me,6.0,6.0,92.941,8.0,Finished,57.0,22.0,18.820,No rain,22.99,64,8.23,0.0,1
2023,Hu,ri,Al,13.0,13.0,83.934,0.0,+1 Lap,69.0,18.0,21.958,No rain,1.26,70,3.09,0.0,2
2019,It,sa,Mc,7.0,20.0,85.637,0.0,DNF,27.0,27.0,27.010,Rain,5.0,87,0.45,1.0,1
2024,Au,sa,Wi,19.0,19.0,70.406,0.0,+2 Laps,69.0,1.0,31.722,No rain,-2.06,86,1.54,0.0,2
2019,Fr,pe,,,,,,DNF,,18.0,37.286,No rain,8.64,77,3.73,0.1,1
2024,Sã,bo,Sa,11.0,13.0,82.877,0.0,Finished,69.0,,,No rain,21.25,86,4.63,0.0,0
2024,Em,bo,Sa,16.0,18.0,81.455,0.0,+1 Lap,62.0,8.0,30.240,Rain,4.34,96,2.91,1.33,1
2023,La,no,Mc,15.0,20.0,119.327,0.0,DNF,2.0,,,No rain,14.64,31,1.54,0.0,0
2023,Ba,al,Wi,15.0,10.0,97.144,1.0,Finished,57.0,11.0,25.054,No rain,21.05,72,5.45,0.0,2
2023,Qa,la,Al,17.0,17.0,87.113,0.0,+1 Lap,56.0,3.0,29.330,No rain,20.97,72,3.43,0.0,2
2024,Hu,sa,Fe,4.0,6.0,81.441,8.0,Finished,70.0,21.0,21.655,No rain,1.26,70,3.09,0.0,1
2021,Ab,pe,,,,,,DNF,,53.0,21.385,No rain,21.1,68,2.06,0.0,3
2020,Au,ve,Fe,11.0,10.0,68.623,1.0,Finished,71.0,51.0,22.738,No rain,-2.06,86,1.54,0.0,2
2022,Az,la,Wi,18.0,15.0,109.583,0.0,+1 Lap,50.0,3.0,29.395,Rain,4.97,75,12.35,0.0,2
2020,Hu,ru,Wi,12.0,18.0,79.98400000000001,0.0,+1 Lap,69.0,4.0,21.184,No rain,1.26,70,3.09,0.0,2
2020,Em,ru,Wi,13.0,16.0,78.811,0.0,DNF,51.0,11.0,29.707,Rain,4.34,96,2.91,1.33,1
2019,Br,le,Fe,14.0,18.0,71.423,0.0,DNF,65.0,29.0,22.966,No rain,21.25,86,4.63,0.0,1
2020,Sp,al,Re,6.0,8.0,82.194,4.0,+1 Lap,65.0,17.0,21.663,No rain,9.61,85,3.09,0.0,2
2021,Sa,no,Mc,7.0,10.0,91.914,1.0,Finished,50.0,13.0,16:57.303,No rain,26.03,53,2.06,0.0,2
2021,Sã,ve,As,9.0,11.0,73.634,0.0,+1 Lap,70.0,7.0,18.107,No rain,21.25,86,4.63,0.0,1
2024,Ca,ru,Me,1.0,3.0,74.895,15.0,Finished,70.0,25.0,24.044,No rain,-4.97,57,6.69,0.0,1
2022,Ab,al,Wi,19.0,13.0,89.939,0.0,+1 Lap,57.0,12.0,21.793,No rain,21.1,68,2.06,0.0,2
2020,Be,bo,Me,2.0,2.0,107.983,18.0,Finished,44.0,11.0,25.548,Rain,-1.91,100,2.57,0.0,1
2023,Ba,oc,Al,9.0,18.0,96.797,0.0,DNF,41.0,15.0,41.462,No rain,21.05,72,5.45,0.0,2
2022,Ab,ru,Me,6.0,5.0,88.836,10.0,Finished,58.0,39.0,27.931,No rain,21.1,68,2.06,0.0,2
2022,Br,mi,,,,,,DNF,,19.0,29.147,No rain,4.18,97,2.28,0.0,2
2023,Si,al,As,7.0,15.0,96.456,0.0,Finished,62.0,44.0,52.708,No rain,26.92,87,1.03,0.0,2
2022,Fr,zh,Al,16.0,16.0,99.368,0.0,DNF,47.0,9.0,36.444,No rain,8.64,77,3.73,0.1,2
2020,70,al,Re,9.0,5.0,89.477,10.0,Finished,52.0,6.0,28.417,No rain,4.18,97,2.28,0.0,2
2019,Si,al,Re,6.0,6.0,105.25999999999999,8.0,Finished,61.0,20.0,28.606,No rain,26.92,87,1.03,0.0,1
2021,St,pe,,,,,,DNF,,54.0,20.961,No rain,-2.06,86,1.54,0.0,2
2019,Ba,pe,,,,,,DNF,,33.0,26.798,No rain,21.05,72,5.45,0.0,2
2020,Ab,bo,Me,2.0,2.0,101.131,18.0,Finished,55.0,10.0,21.587,No rain,21.1,68,2.06,0.0,1
2024,Az,ri,RB,14.0,13.0,108.38,0.0,Finished,51.0,49.0,21.984,Rain,4.97,75,12.35,0.0,1
2020,Sa,ve,Fe,13.0,12.0,,0.0,Finished,87.0,54.0,28.080,No rain,21.05,72,5.45,0.0,2
2023,Br,ha,Me,7.0,3.0,90.545,15.0,Finished,52.0,33.0,29.169,No rain,4.18,97,2.28,0.0,1
2023,Ab,ru,Me,4.0,3.0,88.187,15.0,Finished,58.0,14.0,21.650,No rain,21.1,68,2.06,0.0,2
2021,St,al,Al,8.0,9.0,69.749,2.0,+1 Lap,70.0,27.0,21.131,No rain,-2.06,86,1.54,0.0,1
2019,Hu,hu,,,,,,DNF,,36.0,21.734,No rain,1.26,70,3.09,0.0,1
2023,Qa,no,Mc,10.0,3.0,84.842,15.0,Finished,57.0,13.0,28.134,No rain,20.97,72,3.43,0.0,1
2019,Sp,ha,Me,2.0,1.0,78.492,26.0,Finished,66.0,27.0,22.265,No rain,9.61,85,3.09,0.0,2
2022,Az,oc,Al,13.0,10.0,108.297,1.0,Finished,51.0,33.0,22.638,Rain,4.97,75,12.35,0.0,1
2024,Ja,no,Mc,3.0,5.0,95.186,10.0,Finished,53.0,1.0,26:20.116,No rain,7.84,72,6.85,0.0,2
2019,Ca,st,Ra,17.0,9.0,76.043,2.0,+1 Lap,69.0,45.0,23.727,No rain,-4.97,57,6.69,0.0,1
2020,Br,no,Mc,5.0,5.0,90.05799999999999,10.0,Finished,52.0,12.0,30.289,No rain,4.18,97,2.28,0.0,1
2021,Qa,st,As,12.0,6.0,87.356,8.0,Finished,57.0,23.0,26.157,No rain,20.97,72,3.43,0.0,1
2021,Az,gi,Al,20.0,11.0,105.575,0.0,Finished,51.0,34.0,20.193,Rain,4.97,75,12.35,0.0,2
2022,Si,ke,,,,,,DNF,,7.0,39.247,No rain,26.92,87,1.03,0.0,2
2022,Sã,ga,Al,10.0,14.0,75.327,0.0,Finished,71.0,35.0,23.328,No rain,21.25,86,4.63,0.0,2
2020,Au,bo,Me,1.0,1.0,67.657,25.0,Finished,71.0,56.0,16.407,No rain,-2.06,86,1.54,0.0,2
2021,Mo,ga,Al,6.0,6.0,75.412,8.0,Finished,78.0,30.0,24.428,No rain,11.92,73,3.6,0.0,1
2021,Me,ri,Mc,7.0,12.0,81.069,0.0,+1 Lap,70.0,38.0,22.813,No rain,23.88,23,4.12,0.0,2
2024,Ja,ts,RB,10.0,10.0,96.342,1.0,+1 Lap,52.0,7.0,23.358,No rain,7.84,72,6.85,0.0,2
2023,Ja,zh,Al,19.0,13.0,97.791,0.0,+1 Lap,52.0,1.0,41.041,No rain,7.84,72,6.85,0.0,2
2022,Si,la,Wi,19.0,19.0,125.585,0.0,DNF,7.0,,,No rain,26.92,87,1.03,0.0,0
2023,Un,bo,Al,13.0,12.0,101.97200000000001,0.0,Finished,56.0,28.0,25.020,Rain,17.84,85,3.09,0.0,2
2023,La,sa,Wi,6.0,16.0,97.74000000000001,0.0,Finished,50.0,15.0,21.367,No rain,14.64,31,1.54,0.0,1
2021,Ab,ve,As,15.0,11.0,88.303,0.0,Finished,58.0,23.0,21.221,No rain,21.1,68,2.06,0.0,1
2019,Au,ve,Fe,3.0,4.0,87.95400000000001,12.0,Finished,58.0,14.0,21.995,No rain,17.76,67,0.89,0.0,1
2022,Du,ma,,,,,,DNF,,18.0,19.634,No rain,1.59,88,3.6,0.0,1
2024,Sp,oc,Al,8.0,10.0,78.982,1.0,Finished,66.0,37.0,21.921,No rain,9.61,85,3.09,0.0,2
2022,Au,al,Al,19.0,10.0,68.55799999999999,1.0,+1 Lap,70.0,27.0,21.552,No rain,-2.06,86,1.54,0.0,1
2019,Sp,gi,Al,18.0,16.0,81.833,0.0,Finished,66.0,41.0,23.507,No rain,9.61,85,3.09,0.0,2
2023,Sp,hu,,,,,,DNF,,8.0,22.298,No rain,9.61,85,3.09,0.0,2
2021,Mo,ma,,,,,,DNF,,34.0,23.746,No rain,11.92,73,3.6,0.0,1
2019,Az,no,Mc,7.0,8.0,105.394,4.0,Finished,51.0,39.0,22.080,Rain,4.97,75,12.35,0.0,2
2024,Sã,le,Fe,6.0,5.0,81.631,10.0,Finished,69.0,24.0,24.573,No rain,21.25,86,4.63,0.0,2
2021,Sa,ts,Al,8.0,14.0,92.506,0.0,+1 Lap,49.0,13.0,16:46.407,No rain,26.03,53,2.06,0.0,1
2019,Br,ru,Wi,18.0,12.0,73.752,0.0,Finished,71.0,23.0,22.500,No rain,21.25,86,4.63,0.0,1
2021,St,ma,,,,,,DNF,,29.0,20.936,No rain,-2.06,86,1.54,0.0,1
2020,Tu,ri,Re,8.0,4.0,80.426,12.0,Finished,59.0,8.0,24,No rain,5.13,81,2.59,0.0,2
2024,Hu,al,Wi,13.0,14.0,83.93,0.0,+1 Lap,69.0,29.0,23.410,No rain,1.26,70,3.09,0.0,2
2024,Qa,no,Mc,3.0,10.0,82.384,2.0,Finished,57.0,,,No rain,20.97,72,3.43,0.0,0
2022,Un,la,Wi,17.0,17.0,103.485,0.0,Finished,56.0,18.0,24.195,Rain,17.84,85,3.09,0.0,2
2022,Em,ri,Mc,6.0,18.0,81.577,0.0,+1 Lap,62.0,2.0,32.362,Rain,4.34,96,2.91,1.33,3
2020,Br,gi,Al,15.0,14.0,90.977,0.0,Finished,52.0,12.0,28.355,No rain,4.18,97,2.28,0.0,1
2022,Du,ke,,,,,,DNF,,34.0,23.710,No rain,1.59,88,3.6,0.0,2
2021,Mo,ra,,,,,,DNF,,43.0,24.077,No rain,11.92,73,3.6,0.0,1
2021,Fr,ts,Al,0.0,13.0,98.97999999999999,0.0,+1 Lap,52.0,15.0,30.226,No rain,8.64,77,3.73,0.1,1
2023,Me,ri,Al,4.0,7.0,82.679,6.0,Finished,71.0,34.0,20:17.136,No rain,23.88,23,4.12,0.0,2
2023,Qa,oc,Al,8.0,7.0,86.45,6.0,Finished,57.0,10.0,28.961,No rain,20.97,72,3.43,0.0,2
2019,Un,gi,Al,16.0,14.0,99.964,0.0,+1 Lap,55.0,17.0,25.230,Rain,17.84,85,3.09,0.0,2
2019,Br,bo,Me,4.0,20.0,70.69800000000001,0.0,DNF,51.0,41.0,23.210,No rain,21.25,86,4.63,0.0,2
2024,Si,ha,Me,3.0,6.0,97.393,8.0,Finished,62.0,17.0,29.272,No rain,26.92,87,1.03,0.0,1
2023,Au,sa,Fe,5.0,12.0,80.467,0.0,Finished,58.0,7.0,18.319,No rain,17.76,67,0.89,0.0,2
2021,Ab,le,Fe,7.0,10.0,88.43299999999999,1.0,Finished,58.0,15.0,22.461,No rain,21.1,68,2.06,0.0,2
2019,Br,ha,Me,3.0,7.0,71.082,6.0,Finished,71.0,20.0,22.882,No rain,21.25,86,4.63,0.0,2
2023,Un,ri,Al,14.0,15.0,99.366,0.0,+1 Lap,55.0,23.0,23.963,Rain,17.84,85,3.09,0.0,1
2022,It,pe,,,,,,DNF,,42.0,23.299,Rain,5.0,87,0.45,1.0,2
2024,Me,sa,Fe,1.0,1.0,80.137,25.0,Finished,71.0,32.0,22.249,No rain,23.88,23,4.12,0.0,1
2022,Az,ke,,,,,,DNF,,9.0,21.555,Rain,4.97,75,12.35,0.0,1
2019,Ru,bo,Me,4.0,2.0,96.316,18.0,Finished,53.0,28.0,29.436,No rain,-0.89,51,7.0,0.0,1
2024,Un,la,RB,19.0,9.0,98.09100000000001,2.0,Finished,56.0,36.0,23.839,Rain,17.84,85,3.09,0.0,1
2024,Ba,bo,Sa,16.0,19.0,96.202,0.0,+1 Lap,56.0,30.0,1:14.773,No rain,21.05,72,5.45,0.0,2
2024,Br,ts,RB,13.0,10.0,90.229,1.0,Finished,52.0,27.0,,No rain,4.18,97,2.28,0.0,1
2020,Ru,bo,Me,3.0,1.0,97.03,26.0,Finished,53.0,26.0,29.750,No rain,-0.89,51,7.0,0.0,1
2020,Ba,ma,,,,,,DNF,,20.0,24.622,No rain,21.05,72,5.45,0.0,2
2023,Ca,ha,Me,3.0,3.0,75.396,15.0,Finished,70.0,40.0,23.749,No rain,-4.97,57,6.69,0.0,2
2024,Sa,al,Wi,12.0,11.0,92.307,0.0,Finished,50.0,7.0,21.723,No rain,26.03,53,2.06,0.0,1
2020,Ba,no,Mc,9.0,4.0,93.588,12.0,Finished,57.0,1.0,19:13.898,No rain,21.05,72,5.45,0.0,2
2019,Sp,ri,Re,13.0,12.0,80.615,0.0,Finished,66.0,24.0,22.379,No rain,9.61,85,3.09,0.0,2
2020,Ei,ru,Wi,17.0,20.0,94.52600000000001,0.0,DNF,12.0,11.0,22.496,No rain,-2.31,93,3.09,0.0,1
2023,Ba,sa,Wi,16.0,12.0,96.037,0.0,+1 Lap,56.0,12.0,25.600,No rain,21.05,72,5.45,0.0,1
2019,Mo,st,Ra,17.0,16.0,76.379,0.0,+1 Lap,77.0,39.0,24.591,No rain,11.92,73,3.6,0.0,1
2023,Du,pi,Mc,8.0,9.0,74.299,2.0,Finished,72.0,,,No rain,1.59,88,3.6,0.0,0
2020,Be,ri,Re,4.0,4.0,107.483,13.0,Finished,44.0,11.0,23.586,Rain,-1.91,100,2.57,0.0,1
2021,Br,ve,As,8.0,19.0,93.059,0.0,DNF,40.0,2.0,34:15.222,No rain,4.18,97,2.28,0.0,2
2022,Un,oc,Al,0.0,11.0,102.394,0.0,Finished,56.0,18.0,24.816,Rain,17.84,85,3.09,0.0,1
2022,Ca,al,Al,2.0,9.0,76.578,2.0,Finished,70.0,49.0,25.139,No rain,-4.97,57,6.69,0.0,2
2024,Ca,bo,Sa,0.0,13.0,77.25,0.0,Finished,70.0,42.0,24.929,No rain,-4.97,57,6.69,0.0,1
2022,It,de,,,,,,DNF,,19.0,24.628,Rain,5.0,87,0.45,1.0,1
2022,Br,ve,As,18.0,9.0,92.471,2.0,Finished,52.0,6.0,29.846,No rain,4.18,97,2.28,0.0,2
2024,Me,la,RB,12.0,16.0,79.502,0.0,+1 Lap,70.0,65.0,30.299,No rain,23.88,23,4.12,0.0,2
2021,Ru,sa,Fe,2.0,3.0,99.294,15.0,Finished,53.0,14.0,30.715,No rain,-0.89,51,7.0,0.0,2
2020,It,sa,Mc,3.0,2.0,83.882,18.0,Finished,53.0,22.0,24.398,Rain,5.0,87,0.45,1.0,2
2023,Sã,ma,,,,,,DNF,,1.0,18.535,No rain,21.25,86,4.63,0.0,2
2019,Br,gi,Al,12.0,5.0,73.02,10.0,Finished,71.0,20.0,23.155,No rain,21.25,86,4.63,0.0,2
2022,Mo,ha,Me,8.0,8.0,77.203,4.0,Finished,64.0,15.0,24.796,No rain,11.92,73,3.6,0.0,2
2021,Hu,gi,Al,0.0,13.0,82.736,0.0,+1 Lap,69.0,1.0,26.573,No rain,1.26,70,3.09,0.0,2
2024,Si,hu,,,,,,DNF,,29.0,29.808,No rain,26.92,87,1.03,0.0,1
2022,Mo,al,Wi,16.0,18.0,78.023,0.0,DNF,48.0,18.0,27.231,No rain,11.92,73,3.6,0.0,1
2022,It,ru,Me,2.0,3.0,85.288,15.0,Finished,53.0,23.0,25.075,Rain,5.0,87,0.45,1.0,2
2020,Sp,st,Ra,5.0,4.0,82.024,12.0,+1 Lap,65.0,42.0,22.388,No rain,9.61,85,3.09,0.0,2
2024,Ja,al,As,5.0,6.0,94.726,8.0,Finished,53.0,13.0,22.998,No rain,7.84,72,6.85,0.0,2
2019,It,kv,To,12.0,19.0,85.77199999999999,0.0,DNF,29.0,28.0,24.479,Rain,5.0,87,0.45,1.0,1
2022,Ba,la,Wi,20.0,16.0,98.251,0.0,Finished,57.0,32.0,24.778,No rain,21.05,72,5.45,0.0,2
2021,Fr,bo,Me,3.0,4.0,96.96000000000001,12.0,Finished,53.0,17.0,30.572,No rain,8.64,77,3.73,0.1,1
2023,Au,ga,Al,9.0,10.0,69.04599999999999,1.0,Finished,71.0,14.0,21.814,No rain,-2.06,86,1.54,0.0,2
2020,Sp,sa,Mc,7.0,6.0,81.771,8.0,+1 Lap,65.0,41.0,22.166,No rain,9.61,85,3.09,0.0,2
2019,It,ve,Fe,4.0,13.0,82.799,0.0,+1 Lap,52.0,6.0,32.443,Rain,5.0,87,0.45,1.0,3
2019,Ba,ga,Re,13.0,8.0,95.291,4.0,Finished,57.0,9.0,27.557,No rain,21.05,72,5.45,0.0,1
2022,Mi,ve,As,0.0,17.0,93.479,0.0,DNF,54.0,41.0,19.861,No rain,22.99,64,8.23,0.0,1
2023,Du,pe,,,,,,DNF,,12.0,19.460,No rain,1.59,88,3.6,0.0,2
2023,Ja,sa,Wi,0.0,17.0,98.848,0.0,DNF,22.0,21.0,35.182,No rain,7.84,72,6.85,0.0,3
2024,Si,st,As,17.0,14.0,97.851,0.0,+1 Lap,61.0,26.0,29.816,No rain,26.92,87,1.03,0.0,1
2024,Br,sa,Wi,12.0,11.0,89.97200000000001,0.0,Finished,52.0,27.0,32.801,No rain,4.18,97,2.28,0.0,1
2024,Sã,ha,Me,14.0,10.0,82.041,1.0,Finished,69.0,32.0,23:45.703,No rain,21.25,86,4.63,0.0,2
2021,Ba,ga,Al,5.0,17.0,94.09,0.0,DNF,52.0,19.0,24.317,No rain,21.05,72,5.45,0.0,2
2023,Mo,ts,Al,9.0,15.0,77.68,0.0,+2 Laps,76.0,53.0,33.706,No rain,11.92,73,3.6,0.0,1
2024,Du,ha,Me,14.0,8.0,73.878,4.0,Finished,72.0,48.0,21.026,No rain,1.59,88,3.6,0.0,2
2020,Ba,le,Fe,12.0,10.0,93.625,1.0,+1 Lap,56.0,1.0,19:14.255,No rain,21.05,72,5.45,0.0,1
2019,Br,pe,,,,,,DNF,,45.0,23.142,No rain,21.25,86,4.63,0.0,2
2020,Ei,pe,,,,,,DNF,,28.0,22.880,No rain,-2.31,93,3.09,0.0,1
2022,Un,ru,Me,4.0,5.0,98.788,11.0,Finished,56.0,13.0,30.038,Rain,17.84,85,3.09,0.0,1
2023,Un,bo,Al,13.0,12.0,101.97200000000001,0.0,Finished,56.0,10.0,24.783,Rain,17.84,85,3.09,0.0,2
2020,Ba,ra,,,,,,DNF,,1.0,19:21.539,No rain,21.05,72,5.45,0.0,2
2023,Sp,st,As,5.0,6.0,78.72200000000001,8.0,Finished,66.0,34.0,23.371,No rain,9.61,85,3.09,0.0,2
2021,Em,ru,Wi,12.0,19.0,86.543,0.0,DNF,30.0,26.0,29.983,Rain,4.34,96,2.91,1.33,1
2022,Si,al,Al,5.0,18.0,120.463,0.0,DNF,20.0,,,No rain,26.92,87,1.03,0.0,0
2024,Em,al,Wi,14.0,20.0,81.274,0.0,DNF,51.0,23.0,38.413,Rain,4.34,96,2.91,1.33,4
2019,Ba,ha,Me,3.0,1.0,93.52799999999999,25.0,Finished,57.0,34.0,24.324,No rain,21.05,72,5.45,0.0,2
2023,Mi,ga,Al,5.0,8.0,91.971,4.0,Finished,57.0,15.0,22.417,No rain,22.99,64,8.23,0.0,1
