,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
13735,2022,Sp,ke,,,,,,DNF,,29.0,23.878,No rain,9.61,85,3.09,0.0,2
13736,2020,Em,kv,Al,8.0,4.0,77.666,12.0,Finished,63.0,51.0,29.809,Rain,4.34,96,2.91,1.33,2
13737,2021,Mo,ha,Me,7.0,7.0,72.909,7.0,Finished,78.0,29.0,23.783,No rain,11.92,73,3.6,0.0,2
13738,2021,Au,no,Mc,2.0,3.0,68.471,15.0,Finished,71.0,30.0,26.474,No rain,-2.06,86,1.54,0.0,1
13739,2021,Sã,bo,Me,1.0,3.0,72.526,15.0,Finished,71.0,7.0,17.899,No rain,21.25,86,4.63,0.0,2
13740,2023,Au,zh,Al,17.0,9.0,81.819,2.0,Finished,58.0,8.0,15:37.849,No rain,17.76,67,0.89,0.0,2
13741,2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,3.0,34.492,No rain,1.26,70,3.09,0.0,2
13742,2022,Ca,ma,,,,,,DNF,,9.0,24.217,No rain,-4.97,57,6.69,0.0,2
13743,2022,Du,ha,Me,4.0,4.0,73.854,12.0,Finished,72.0,29.0,19.046,No rain,1.59,88,3.6,0.0,1
13744,2023,Qa,al,As,4.0,6.0,86.045,8.0,Finished,57.0,11.0,28.373,No rain,20.97,72,3.43,0.0,2
13745,2024,Be,ts,RB,20.0,16.0,107.969,0.0,Finished,44.0,15.0,23.452,Rain,-1.91,100,2.57,0.0,1
13746,2021,Un,ma,,,,,,DNF,,29.0,24.052,Rain,17.84,85,3.09,0.0,2
13747,2019,Au,ra,,,,,,DNF,,12.0,23.299,No rain,17.76,67,0.89,0.0,1
13748,2024,Ch,zh,Sa,16.0,14.0,98.63300000000001,0.0,Finished,56.0,8.0,23.362,No rain,2.99,75,4.0,0.0,1
13749,2022,Mi,ve,As,0.0,17.0,93.479,0.0,DNF,54.0,41.0,19.861,No rain,22.99,64,8.23,0.0,1
13750,2021,Qa,mi,,,,,,DNF,,22.0,25.881,No rain,20.97,72,3.43,0.0,1
13751,2021,Sp,le,Fe,4.0,4.0,80.459,12.0,Finished,66.0,28.0,21.613,No rain,9.61,85,3.09,0.0,1
13752,2022,Un,mi,,,,,,DNF,,33.0,24.651,Rain,17.84,85,3.09,0.0,2
13753,2020,Br,bo,Me,2.0,11.0,89.265,0.0,Finished,52.0,13.0,30.571,No rain,4.18,97,2.28,0.0,2
13754,2021,Ba,bo,Me,3.0,3.0,92.09,16.0,Finished,56.0,16.0,24.262,No rain,21.05,72,5.45,0.0,2
13755,2021,Sa,ha,Me,1.0,1.0,90.73400000000001,26.0,Finished,50.0,10.0,20.580,No rain,26.03,53,2.06,0.0,2
13756,2020,Ab,ha,Me,3.0,3.0,101.42,15.0,Finished,55.0,10.0,22.406,No rain,21.1,68,2.06,0.0,1
13757,2020,70,al,Re,9.0,5.0,89.477,10.0,Finished,52.0,30.0,27.858,No rain,4.18,97,2.28,0.0,2
13758,2022,Sa,ma,,,,,,DNF,,16.0,20.731,No rain,26.03,53,2.06,0.0,1
13759,2019,Si,gr,Ha,17.0,11.0,106.274,0.0,Finished,61.0,35.0,43.576,No rain,26.92,87,1.03,0.0,2
13760,2024,Un,ke,,,,,,DNF,,38.0,24.087,Rain,17.84,85,3.09,0.0,2
13761,2019,Ba,ve,Fe,2.0,5.0,94.89500000000001,10.0,Finished,57.0,14.0,24.228,No rain,21.05,72,5.45,0.0,1
13762,2023,Mi,zh,Al,14.0,16.0,91.736,0.0,Finished,57.0,31.0,22.796,No rain,22.99,64,8.23,0.0,1
13763,2021,Qa,ga,Al,2.0,11.0,87.019,0.0,+1 Lap,56.0,35.0,26.109,No rain,20.97,72,3.43,0.0,2
13764,2022,Mo,sa,Fe,2.0,2.0,76.42099999999999,18.0,Finished,64.0,21.0,24.666,No rain,11.92,73,3.6,0.0,1
13765,2020,70,hu,,,,,,DNF,,30.0,28.386,No rain,4.18,97,2.28,0.0,2
13766,2023,Un,no,Mc,2.0,2.0,99.985,18.0,Finished,56.0,17.0,24.155,Rain,17.84,85,3.09,0.0,2
13767,2022,Du,ru,Me,6.0,2.0,73.67099999999999,18.0,Finished,72.0,31.0,19.359,No rain,1.59,88,3.6,0.0,1
13768,2019,Ge,bo,Me,3.0,15.0,78.27199999999999,0.0,DNF,56.0,3.0,22.243,No rain,0.22,86,0.0,0.0,2
13769,2022,Ba,ha,Me,5.0,3.0,96.22800000000001,15.0,Finished,57.0,27.0,25.796,No rain,21.05,72,5.45,0.0,2
13770,2019,Be,ke,,,,,,DNF,,25.0,22.584,Rain,-1.91,100,2.57,0.0,1
13771,2020,Ab,oc,Re,10.0,9.0,102.894,2.0,Finished,55.0,10.0,21.615,No rain,21.1,68,2.06,0.0,1
13772,2021,Du,st,As,12.0,12.0,75.611,0.0,+2 Laps,70.0,27.0,19.389,No rain,1.59,88,3.6,0.0,1
13773,2019,Ja,ma,,,,,,DNF,,,,No rain,7.84,72,6.85,0.0,0
13774,2022,Au,al,Wi,15.0,12.0,69.669,0.0,+1 Lap,70.0,11.0,22.301,No rain,-2.06,86,1.54,0.0,2
13775,2024,Br,bo,Sa,16.0,15.0,91.277,0.0,+1 Lap,51.0,26.0,30.628,No rain,4.18,97,2.28,0.0,2
13776,2024,Me,le,Fe,4.0,3.0,78.336,16.0,Finished,71.0,69.0,22.690,No rain,23.88,23,4.12,0.0,2
13777,2023,Br,ru,Me,6.0,5.0,91.124,10.0,Finished,52.0,28.0,29.455,No rain,4.18,97,2.28,0.0,1
13778,2023,Sã,ga,Al,15.0,7.0,74.521,6.0,Finished,71.0,1.0,20.523,No rain,21.25,86,4.63,0.0,2
13779,2021,Be,no,Mc,15.0,14.0,,0.0,Finished,1.0,,,Rain,-1.91,100,2.57,0.0,0
13780,2019,Si,ve,Fe,3.0,1.0,104.80199999999999,25.0,Finished,61.0,19.0,29.384,No rain,26.92,87,1.03,0.0,1
13781,2019,It,ma,,,,,,DNF,,1.0,31.211,Rain,5.0,87,0.45,1.0,2
13782,2022,Br,le,Fe,3.0,4.0,91.282,12.0,Finished,52.0,1.0,50:36.360,No rain,4.18,97,2.28,0.0,1
13783,2023,Ca,pe,,,,,,DNF,,37.0,23.281,No rain,-4.97,57,6.69,0.0,1
13784,2023,Br,zh,Al,17.0,15.0,91.769,0.0,Finished,52.0,24.0,29.177,No rain,4.18,97,2.28,0.0,3
13785,2021,Az,mi,,,,,,DNF,,34.0,1:09.761,Rain,4.97,75,12.35,0.0,3
13786,2024,Un,no,Mc,1.0,4.0,97.679,12.0,Finished,56.0,31.0,23.731,Rain,17.84,85,3.09,0.0,1
13787,2021,Fr,st,As,19.0,10.0,97.828,1.0,Finished,53.0,34.0,30.996,No rain,8.64,77,3.73,0.1,1
13788,2020,Ru,no,Mc,8.0,15.0,97.37700000000001,0.0,+1 Lap,52.0,47.0,31.368,No rain,-0.89,51,7.0,0.0,2
13789,2023,Au,ru,Me,11.0,7.0,69.283,6.0,Finished,71.0,2.0,17.946,No rain,-2.06,86,1.54,0.0,2
13790,2024,Br,oc,Al,18.0,16.0,90.875,0.0,+2 Laps,50.0,21.0,28.276,No rain,4.18,97,2.28,0.0,3
13791,2022,Mo,ga,Al,17.0,11.0,77.344,0.0,Finished,64.0,22.0,28.770,No rain,11.92,73,3.6,0.0,2
13792,2021,St,gi,Al,15.0,15.0,69.723,0.0,+1 Lap,70.0,23.0,21.210,No rain,-2.06,86,1.54,0.0,1
13793,2023,Si,zh,Al,0.0,12.0,99.316,0.0,Finished,62.0,2.0,30.032,No rain,26.92,87,1.03,0.0,2
13794,2024,Ja,st,As,16.0,12.0,95.798,0.0,+1 Lap,52.0,1.0,26:25.911,No rain,7.84,72,6.85,0.0,2
13795,2023,Si,ha,Me,5.0,3.0,95.86699999999999,16.0,Finished,62.0,44.0,33.581,No rain,26.92,87,1.03,0.0,2
13796,2022,Ja,bo,Al,12.0,15.0,107.82,0.0,Finished,28.0,6.0,24.869,No rain,7.84,72,6.85,0.0,2
13797,2019,Ca,no,Mc,8.0,20.0,78.023,0.0,DNF,8.0,,,No rain,-4.97,57,6.69,0.0,0
13798,2021,Em,ve,As,0.0,15.0,79.074,0.0,DNF,61.0,3.0,32.024,Rain,4.34,96,2.91,1.33,3
13799,2023,Be,oc,Al,14.0,8.0,110.439,4.0,Finished,44.0,6.0,23.085,Rain,-1.91,100,2.57,0.0,2
13800,2023,Me,ru,Me,8.0,6.0,82.78,8.0,Finished,71.0,34.0,20:18.200,No rain,23.88,23,4.12,0.0,2
13801,2023,Ja,la,Al,11.0,11.0,98.267,0.0,+1 Lap,52.0,25.0,23.671,No rain,7.84,72,6.85,0.0,2
13802,2019,Ba,le,Fe,1.0,3.0,93.411,16.0,Finished,57.0,13.0,24.518,No rain,21.05,72,5.45,0.0,1
13803,2022,Em,ha,Me,14.0,13.0,81.419,0.0,+1 Lap,62.0,18.0,32.740,Rain,4.34,96,2.91,1.33,1
13804,2023,Qa,sa,Wi,15.0,18.0,87.983,0.0,DNF,40.0,13.0,29.436,No rain,20.97,72,3.43,0.0,2
13805,2022,Sa,ha,Me,15.0,10.0,92.997,1.0,Finished,50.0,40.0,21.788,No rain,26.03,53,2.06,0.0,1
13806,2024,Au,ga,Al,13.0,10.0,69.609,1.0,Finished,71.0,42.0,22.043,No rain,-2.06,86,1.54,0.0,2
13807,2020,Ab,ru,Wi,16.0,15.0,103.328,0.0,+1 Lap,54.0,10.0,22.085,No rain,21.1,68,2.06,0.0,1
13808,2022,Sp,ve,As,16.0,11.0,87.629,0.0,+1 Lap,65.0,21.0,22.536,No rain,9.61,85,3.09,0.0,1
13809,2022,Si,la,Wi,19.0,19.0,125.585,0.0,DNF,7.0,,,No rain,26.92,87,1.03,0.0,0
13810,2020,Ei,ri,Re,6.0,3.0,89.584,15.0,Finished,60.0,16.0,22.159,No rain,-2.31,93,3.09,0.0,2
13811,2019,Br,le,Fe,14.0,18.0,71.423,0.0,DNF,65.0,29.0,22.966,No rain,21.25,86,4.63,0.0,1
13812,2023,Hu,al,Wi,16.0,11.0,84.051,0.0,+1 Lap,69.0,8.0,22.076,No rain,1.26,70,3.09,0.0,2
13813,2023,Ja,ts,Al,9.0,12.0,97.768,0.0,+1 Lap,52.0,9.0,22.944,No rain,7.84,72,6.85,0.0,1
13814,2022,Du,la,Wi,20.0,18.0,76.066,0.0,+1 Lap,71.0,26.0,20.733,No rain,1.59,88,3.6,0.0,2
13815,2022,Ab,ts,Al,11.0,11.0,89.489,0.0,Finished,58.0,38.0,22.262,No rain,21.1,68,2.06,0.0,2
13816,2021,Br,pe,,,,,,DNF,,18.0,27.892,No rain,4.18,97,2.28,0.0,2
13817,2021,Em,oc,Al,9.0,9.0,79.422,2.0,Finished,63.0,31.0,30.701,Rain,4.34,96,2.91,1.33,3
13818,2019,Be,ru,Wi,14.0,15.0,108.86,0.0,+1 Lap,43.0,30.0,22.442,Rain,-1.91,100,2.57,0.0,1
13819,2020,Be,la,Wi,19.0,16.0,108.048,0.0,Finished,44.0,30.0,23.477,Rain,-1.91,100,2.57,0.0,2
13820,2023,Me,ru,Me,8.0,6.0,82.78,8.0,Finished,71.0,34.0,20:18.200,No rain,23.88,23,4.12,0.0,2
13821,2024,It,ke,,,,,,DNF,,14.0,25.672,Rain,5.0,87,0.45,1.0,1
13822,2022,Du,ve,As,19.0,14.0,74.862,0.0,Finished,72.0,9.0,22.391,No rain,1.59,88,3.6,0.0,2
13823,2022,Hu,pe,,,,,,DNF,,18.0,21.118,No rain,1.26,70,3.09,0.0,2
13824,2019,It,ku,Wi,15.0,17.0,84.989,0.0,+2 Laps,51.0,29.0,31.842,Rain,5.0,87,0.45,1.0,2
13825,2024,Mi,pi,Mc,6.0,13.0,90.634,0.0,Finished,57.0,27.0,22.216,No rain,22.99,64,8.23,0.0,2
13826,2019,Un,gi,Al,16.0,14.0,99.964,0.0,+1 Lap,55.0,17.0,25.230,Rain,17.84,85,3.09,0.0,2
13827,2024,Em,al,Wi,14.0,20.0,81.274,0.0,DNF,51.0,23.0,38.413,Rain,4.34,96,2.91,1.33,4
13828,2021,Br,pe,,,,,,DNF,,2.0,34:36.405,No rain,4.18,97,2.28,0.0,2
13829,2024,Mi,bo,Sa,16.0,16.0,92.098,0.0,Finished,57.0,29.0,22.765,No rain,22.99,64,8.23,0.0,2
13830,2023,Mi,zh,Al,14.0,16.0,91.736,0.0,Finished,57.0,31.0,22.796,No rain,22.99,64,8.23,0.0,1
13831,2021,Sã,ru,Wi,17.0,13.0,74.355,0.0,+1 Lap,70.0,7.0,20.844,No rain,21.25,86,4.63,0.0,2
13832,2023,Br,hu,,,,,,DNF,,32.0,30.003,No rain,4.18,97,2.28,0.0,2
13833,2023,Me,pi,Mc,7.0,8.0,82.76,4.0,Finished,71.0,34.0,20:19.064,No rain,23.88,23,4.12,0.0,2
13834,2021,St,le,Fe,7.0,7.0,68.738,6.0,+1 Lap,70.0,1.0,28.386,No rain,-2.06,86,1.54,0.0,2
13835,2024,Br,ru,Me,1.0,19.0,91.298,0.0,DNF,33.0,27.0,32.045,No rain,4.18,97,2.28,0.0,1
13836,2021,Ab,ma,,,,,,DNF,,53.0,21.453,No rain,21.1,68,2.06,0.0,3
13837,2021,Un,gi,Al,12.0,11.0,101.14500000000001,0.0,+1 Lap,55.0,26.0,23.502,Rain,17.84,85,3.09,0.0,2
13838,2022,Br,le,Fe,3.0,4.0,91.282,12.0,Finished,52.0,1.0,50:36.360,No rain,4.18,97,2.28,0.0,1
13839,2021,Az,la,Wi,16.0,16.0,106.608,0.0,Finished,51.0,9.0,22.149,Rain,4.97,75,12.35,0.0,1
13840,2022,Sã,ga,Al,10.0,14.0,75.327,0.0,Finished,71.0,35.0,23.328,No rain,21.25,86,4.63,0.0,2
13841,2020,Sp,ra,,,,,,DNF,,20.0,22.314,No rain,9.61,85,3.09,0.0,2
13842,2021,Fr,ma,Ha,18.0,20.0,99.31700000000001,0.0,+1 Lap,52.0,31.0,30.983,No rain,8.64,77,3.73,0.1,1
13843,2020,Em,ha,Me,2.0,1.0,75.484,26.0,Finished,63.0,52.0,30.925,Rain,4.34,96,2.91,1.33,2
13844,2024,Sa,pi,Mc,5.0,4.0,92.31,12.0,Finished,50.0,7.0,21.427,No rain,26.03,53,2.06,0.0,1
13845,2024,Au,ga,Al,13.0,10.0,69.609,1.0,Finished,71.0,42.0,22.043,No rain,-2.06,86,1.54,0.0,2
13846,2021,Az,st,As,19.0,19.0,106.207,0.0,DNF,29.0,,,Rain,4.97,75,12.35,0.0,0
13847,2024,Me,hu,,,,,,DNF,,29.0,23.077,No rain,23.88,23,4.12,0.0,1
13848,2022,Hu,ts,Al,16.0,19.0,83.538,0.0,+2 Laps,68.0,33.0,22.016,No rain,1.26,70,3.09,0.0,2
13849,2023,Au,ts,Al,16.0,19.0,69.62,0.0,+1 Lap,70.0,1.0,29.691,No rain,-2.06,86,1.54,0.0,2
13850,2021,Po,al,Al,13.0,8.0,81.032,4.0,Finished,66.0,2.0,21.452,No rain,10.33,88,1.9,0.0,1
13851,2021,Sa,ra,,,,,,DNF,,13.0,16:48.569,No rain,26.03,53,2.06,0.0,1
13852,2023,Du,la,Al,19.0,13.0,74.82,0.0,Finished,72.0,1.0,42.641,No rain,1.59,88,3.6,0.0,2
13853,2020,St,gi,Al,19.0,14.0,68.512,0.0,+1 Lap,70.0,39.0,21.667,No rain,-2.06,86,1.54,0.0,1
13854,2019,Si,ri,Re,20.0,14.0,105.91499999999999,0.0,Finished,61.0,34.0,30.756,No rain,26.92,87,1.03,0.0,1
13855,2021,Hu,sa,Fe,15.0,3.0,81.423,15.0,Finished,70.0,3.0,42.786,No rain,1.26,70,3.09,0.0,2
13856,2021,Me,ru,Wi,16.0,16.0,82.01599999999999,0.0,+2 Laps,69.0,15.0,21.984,No rain,23.88,23,4.12,0.0,1
13857,2021,Sa,no,Mc,7.0,10.0,91.914,1.0,Finished,50.0,10.0,20.973,No rain,26.03,53,2.06,0.0,2
13858,2024,Me,ga,Al,8.0,10.0,81.274,1.0,+1 Lap,70.0,28.0,23.204,No rain,23.88,23,4.12,0.0,1
13859,2021,Sp,ve,As,13.0,13.0,82.82,0.0,+1 Lap,65.0,21.0,23.087,No rain,9.61,85,3.09,0.0,2
13860,2024,Az,al,As,7.0,6.0,107.057,8.0,Finished,51.0,11.0,20.073,Rain,4.97,75,12.35,0.0,1
13861,2020,Sa,pe,,,,,,DNF,,1.0,24.214,No rain,21.05,72,5.45,0.0,2
13862,2020,Sa,sa,Mc,8.0,4.0,,12.0,Finished,87.0,28.0,24.162,No rain,21.05,72,5.45,0.0,2
13863,2023,It,al,Wi,6.0,7.0,86.389,6.0,Finished,51.0,15.0,24.538,Rain,5.0,87,0.45,1.0,1
13864,2024,Ba,ru,Me,3.0,5.0,95.065,10.0,Finished,57.0,11.0,24.778,No rain,21.05,72,5.45,0.0,2
13865,2020,Em,gr,Ha,16.0,14.0,78.822,0.0,Finished,63.0,9.0,30.422,Rain,4.34,96,2.91,1.33,2
13866,2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,3.0,34.492,No rain,1.26,70,3.09,0.0,2
13867,2024,Hu,le,Fe,6.0,4.0,82.182,12.0,Finished,70.0,23.0,21.894,No rain,1.26,70,3.09,0.0,2
13868,2024,Mi,ru,Me,7.0,8.0,91.92099999999999,4.0,Finished,57.0,24.0,22.800,No rain,22.99,64,8.23,0.0,1
13869,2022,Ab,pe,,,,,,DNF,,33.0,21.367,No rain,21.1,68,2.06,0.0,2
13870,2019,Ru,le,Fe,1.0,3.0,96.193,15.0,Finished,53.0,22.0,29.548,No rain,-0.89,51,7.0,0.0,2
13871,2021,Sa,ts,Al,8.0,14.0,92.506,0.0,+1 Lap,49.0,13.0,16:46.407,No rain,26.03,53,2.06,0.0,1
13872,2022,Au,la,Wi,18.0,16.0,83.882,0.0,+1 Lap,57.0,13.0,18.552,No rain,17.76,67,0.89,0.0,2
13873,2023,Br,pe,,,,,,DNF,,28.0,28.060,No rain,4.18,97,2.28,0.0,1
13874,2019,Au,no,Mc,8.0,12.0,88.555,0.0,+1 Lap,57.0,15.0,21.627,No rain,17.76,67,0.89,0.0,1
13875,2024,Du,al,As,7.0,10.0,74.758,1.0,+1 Lap,71.0,31.0,21.348,No rain,1.59,88,3.6,0.0,1
13876,2019,Ch,ma,,,,,,DNF,,34.0,22.365,No rain,2.99,75,4.0,0.0,2
13877,2023,Un,pe,,,,,,DNF,,37.0,23.747,Rain,17.84,85,3.09,0.0,2
13878,2023,It,sa,Fe,1.0,3.0,85.501,15.0,Finished,51.0,19.0,25.183,Rain,5.0,87,0.45,1.0,1
13879,2020,Ei,ga,Al,12.0,6.0,90.11,8.0,Finished,60.0,44.0,22.917,No rain,-2.31,93,3.09,0.0,2
13880,2023,Mo,al,Wi,13.0,14.0,76.672,0.0,+1 Lap,77.0,18.0,24.290,No rain,11.92,73,3.6,0.0,2
13881,2022,Du,no,Mc,7.0,7.0,74.706,6.0,Finished,72.0,17.0,19.303,No rain,1.59,88,3.6,0.0,1
13882,2022,Du,mi,,,,,,DNF,,13.0,26.813,No rain,1.59,88,3.6,0.0,2
13883,2020,Ab,ri,Re,11.0,7.0,100.926,7.0,Finished,55.0,39.0,22.123,No rain,21.1,68,2.06,0.0,1
13884,2022,Du,al,Al,13.0,6.0,74.144,8.0,Finished,72.0,12.0,19.578,No rain,1.59,88,3.6,0.0,1
13885,2024,Sp,ri,RB,18.0,15.0,79.45,0.0,+1 Lap,65.0,16.0,22.364,No rain,9.61,85,3.09,0.0,1
13886,2023,Un,al,Wi,15.0,9.0,101.37100000000001,2.0,Finished,56.0,29.0,24.354,Rain,17.84,85,3.09,0.0,2
13887,2022,Hu,le,Fe,3.0,6.0,81.622,8.0,Finished,70.0,39.0,21.972,No rain,1.26,70,3.09,0.0,2
13888,2024,Be,ma,,,,,,DNF,,10.0,23.214,Rain,-1.91,100,2.57,0.0,2
13889,2021,St,gi,Al,15.0,15.0,69.723,0.0,+1 Lap,70.0,23.0,21.210,No rain,-2.06,86,1.54,0.0,1
13890,2021,Be,oc,Al,8.0,7.0,,3.0,Finished,1.0,,,Rain,-1.91,100,2.57,0.0,0
13891,2023,Si,al,Wi,14.0,11.0,97.342,0.0,Finished,62.0,20.0,30.138,No rain,26.92,87,1.03,0.0,2
13892,2020,It,la,Wi,20.0,11.0,84.999,0.0,Finished,53.0,26.0,25:23.130,Rain,5.0,87,0.45,1.0,2
13893,2024,Sã,co,Wi,16.0,17.0,84.29599999999999,0.0,DNF,30.0,26.0,25.287,No rain,21.25,86,4.63,0.0,2
13894,2023,Au,de,,,,,,DNF,,12.0,21.333,No rain,-2.06,86,1.54,0.0,2
13895,2022,Sã,ma,,,,,,DNF,,23.0,31.682,No rain,21.25,86,4.63,0.0,2
13896,2022,Hu,no,Mc,4.0,7.0,83.043,6.0,Finished,70.0,14.0,23.567,No rain,1.26,70,3.09,0.0,1
13897,2024,Du,ts,RB,11.0,17.0,75.55199999999999,0.0,+1 Lap,71.0,32.0,20.880,No rain,1.59,88,3.6,0.0,2
13898,2020,Ru,oc,Re,7.0,7.0,99.21600000000001,6.0,Finished,53.0,18.0,30.068,No rain,-0.89,51,7.0,0.0,1
13899,2019,Sp,hu,,,,,,DNF,,35.0,22.193,No rain,9.61,85,3.09,0.0,1
13900,2020,Hu,ha,Me,1.0,1.0,76.627,26.0,Finished,70.0,3.0,22.320,No rain,1.26,70,3.09,0.0,1
13901,2022,Ba,la,Wi,20.0,16.0,98.251,0.0,Finished,57.0,14.0,24.457,No rain,21.05,72,5.45,0.0,2
13902,2022,Au,ru,Me,4.0,4.0,69.075,12.0,Finished,71.0,40.0,21.731,No rain,-2.06,86,1.54,0.0,2
13903,2023,Ca,zh,Al,20.0,16.0,77.09,0.0,+1 Lap,69.0,12.0,24.161,No rain,-4.97,57,6.69,0.0,2
13904,2023,Ba,st,As,8.0,6.0,96.54599999999999,8.0,Finished,57.0,15.0,25.449,No rain,21.05,72,5.45,0.0,1
13905,2021,Az,pe,,,,,,DNF,,47.0,15.277,Rain,4.97,75,12.35,0.0,2
13906,2021,Az,gi,Al,20.0,11.0,105.575,0.0,Finished,51.0,2.0,20.402,Rain,4.97,75,12.35,0.0,2
13907,2024,Au,al,As,10.0,8.0,80.493,4.0,Finished,58.0,17.0,18.160,No rain,17.76,67,0.89,0.0,1
13908,2021,Ru,sa,Fe,2.0,3.0,99.294,15.0,Finished,53.0,14.0,30.715,No rain,-0.89,51,7.0,0.0,2
13909,2024,It,st,As,17.0,19.0,82.232,0.0,+1 Lap,52.0,36.0,24.209,Rain,5.0,87,0.45,1.0,3
13910,2021,Fr,al,Al,9.0,8.0,97.646,4.0,Finished,53.0,18.0,31.288,No rain,8.64,77,3.73,0.1,1
13911,2023,Mi,hu,,,,,,DNF,,33.0,23.120,No rain,22.99,64,8.23,0.0,1
13912,2023,Au,zh,Al,17.0,9.0,81.819,2.0,Finished,58.0,1.0,18.951,No rain,17.76,67,0.89,0.0,2
13913,2020,Be,al,Re,5.0,6.0,108.73599999999999,8.0,Finished,44.0,11.0,22.738,Rain,-1.91,100,2.57,0.0,1
13914,2021,Fr,ma,,,,,,DNF,,32.0,30.123,No rain,8.64,77,3.73,0.1,2
13915,2020,Ru,ru,Wi,13.0,18.0,97.352,0.0,+1 Lap,52.0,50.0,29.675,No rain,-0.89,51,7.0,0.0,3
13916,2021,Em,ma,,,,,,DNF,,33.0,27:01.361,Rain,4.34,96,2.91,1.33,2
13917,2023,Me,ma,,,,,,DNF,,19.0,22.427,No rain,23.88,23,4.12,0.0,3
13918,2021,Sã,ra,,,,,,DNF,,7.0,18.327,No rain,21.25,86,4.63,0.0,1
13919,2020,Tu,ve,Fe,14.0,10.0,81.202,1.0,Finished,59.0,8.0,24:09.513,No rain,5.13,81,2.59,0.0,3
13920,2024,Au,le,Fe,6.0,11.0,69.584,0.0,Finished,71.0,1.0,31.917,No rain,-2.06,86,1.54,0.0,3
13921,2021,Du,ts,Al,14.0,19.0,75.783,0.0,DNF,48.0,31.0,19.850,No rain,1.59,88,3.6,0.0,1
13922,2020,Tu,ga,Al,19.0,13.0,99.586,0.0,+1 Lap,57.0,33.0,23.288,No rain,5.73,65,4.63,0.0,2
13923,2022,Be,le,Fe,15.0,6.0,109.98400000000001,8.0,Finished,44.0,3.0,24.198,Rain,-1.91,100,2.57,0.0,2
13924,2020,Tu,ra,,,,,,DNF,,30.0,31.356,No rain,5.73,65,4.63,0.0,2
13925,2020,Em,al,Re,6.0,15.0,76.17699999999999,0.0,Finished,63.0,59.0,29.552,Rain,4.34,96,2.91,1.33,2
13926,2022,Ca,ke,,,,,,DNF,,7.0,38.262,No rain,-4.97,57,6.69,0.0,1
13927,2022,Hu,zh,Al,12.0,13.0,82.029,0.0,+1 Lap,69.0,27.0,22.321,No rain,1.26,70,3.09,0.0,1
13928,2021,Hu,ra,,,,,,DNF,,3.0,35.451,No rain,1.26,70,3.09,0.0,2
13929,2021,Qa,ga,Al,2.0,11.0,87.019,0.0,+1 Lap,56.0,35.0,26.109,No rain,20.97,72,3.43,0.0,2
13930,2022,Ca,ru,Me,8.0,4.0,76.418,12.0,Finished,70.0,19.0,23.951,No rain,-4.97,57,6.69,0.0,2
13931,2021,Hu,ga,Al,5.0,5.0,78.394,11.0,Finished,70.0,3.0,39.839,No rain,1.26,70,3.09,0.0,2
13932,2021,Hu,sa,Fe,15.0,3.0,81.423,15.0,Finished,70.0,2.0,24:12.527,No rain,1.26,70,3.09,0.0,2
13933,2023,Hu,sa,Wi,20.0,18.0,83.496,0.0,DNF,67.0,34.0,22.197,No rain,1.26,70,3.09,0.0,2
13934,2024,Mi,sa,Wi,17.0,20.0,93.452,0.0,DNF,27.0,11.0,22.611,No rain,22.99,64,8.23,0.0,1
13935,2020,Em,sa,Mc,10.0,7.0,78.118,6.0,Finished,63.0,17.0,29.950,Rain,4.34,96,2.91,1.33,2
13936,2023,Az,ke,,,,,,DNF,,10.0,30.951,Rain,4.97,75,12.35,0.0,1
13937,2021,Du,ma,,,,,,DNF,,40.0,18.578,No rain,1.59,88,3.6,0.0,2
13938,2019,Br,ha,Me,2.0,1.0,87.369,26.0,Finished,52.0,20.0,28.905,No rain,4.18,97,2.28,0.0,1
13939,2022,Sã,sa,Fe,7.0,3.0,73.953,15.0,Finished,71.0,17.0,25.206,No rain,21.25,86,4.63,0.0,2
13940,2024,Au,hu,,,,,,DNF,,17.0,18.320,No rain,17.76,67,0.89,0.0,2
13941,2022,Fr,sa,Fe,19.0,5.0,95.781,11.0,Finished,53.0,42.0,42.292,No rain,8.64,77,3.73,0.1,2
13942,2020,Tu,ke,,,,,,DNF,,34.0,2:33.964,No rain,5.73,65,4.63,0.0,2
13943,2022,Sa,al,Wi,16.0,14.0,94.368,0.0,DNF,47.0,13.0,20.683,No rain,26.03,53,2.06,0.0,1
13944,2022,Ba,ga,Al,10.0,20.0,97.324,0.0,DNF,44.0,14.0,24.575,No rain,21.05,72,5.45,0.0,2
13945,2024,Si,pe,,,,,,DNF,,28.0,28.990,No rain,26.92,87,1.03,0.0,1
13946,2022,Hu,mi,,,,,,DNF,,41.0,22.566,No rain,1.26,70,3.09,0.0,2
13947,2020,Ei,gi,Al,14.0,10.0,90.90899999999999,1.0,Finished,60.0,15.0,22.482,No rain,-2.31,93,3.09,0.0,2
13948,2024,It,sa,Fe,5.0,4.0,83.219,12.0,Finished,53.0,19.0,24.313,Rain,5.0,87,0.45,1.0,1
